"Freq [GHz]","RadiationEfficiency []"
9,0.734264985200744
9.04081632653061,0.744634218907186
9.08163265306122,0.754194104238136
9.12244897959184,0.7628216187414
9.16326530612245,0.770186608645179
9.20408163265306,0.775021545972432
9.24489795918367,0.775539053915034
9.28571428571428,0.784950752847726
9.3265306122449,0.792997581842914
9.36734693877551,0.797962156405616
9.40816326530612,0.801384897810781
9.44897959183674,0.803698639298573
9.48979591836735,0.805047706766229
9.53061224489796,0.805498213632424
9.57142857142857,0.805091998267757
9.61224489795918,0.803863233524722
9.65306122448979,0.801844292672564
9.69387755102041,0.799067932673533
9.73469387755102,0.795568066700346
9.77551020408163,0.791379891858189
9.81632653061225,0.786539729474576
9.85714285714286,0.781084696991849
9.89795918367347,0.775052232720565
9.93877551020408,0.768479457699823
9.97959183673469,0.761402189756911
10.0204081632653,0.753853213389286
10.0612244897959,0.74585849148496
10.1020408163265,0.737427411007811
10.1428571428571,0.728522896131528
10.1836734693878,0.718962530993838
10.2244897959184,0.708343682731213
10.265306122449,0.698688278255913
10.3061224489796,0.690617253695873
10.3469387755102,0.681456706844026
10.3877551020408,0.671708378864441
10.4285714285714,0.661687951060218
10.469387755102,0.651509620177687
10.5102040816327,0.641227739049243
10.5510204081633,0.630876461217729
10.5918367346939,0.62048148496517
10.6326530612245,0.610064074602759
10.6734693877551,0.599642673994386
10.7142857142857,0.589233636580908
10.7551020408163,0.578851579009413
10.7959183673469,0.568509581968764
10.8367346938776,0.558219279228152
10.8775510204082,0.547990811681346
10.9183673469388,0.537832612834357
10.9591836734694,0.527750701124142
11,0.517746730640719
