"Freq [GHz]","mag(S(2,1)) []"
8,0.964824165982398
8.05714285714286,0.96490957119554
8.11428571428571,0.964835537405412
8.17142857142857,0.964649000353627
8.22857142857143,0.964384777677355
8.28571428571429,0.964066581952369
8.34285714285714,0.963708436209595
8.4,0.96331639375766
8.45714285714286,0.962890468898641
8.51428571428571,0.962426675057538
8.57142857142857,0.961919035629873
8.62857142857143,0.961361380828435
8.68571428571429,0.960748682172832
8.74285714285714,0.960077624521434
8.8,0.95934608452753
8.85714285714286,0.95855114475816
8.91428571428571,0.957685122749198
8.97142857142857,0.956728641128639
9.02857142857143,0.955638697567942
9.08571428571429,0.954327461829429
9.14285714285714,0.952622972635509
9.2,0.950193364541142
9.25714285714286,0.946395535285425
9.31428571428571,0.93996329077145
9.37142857142857,0.928350654229657
9.42857142857143,0.906359196411532
9.48571428571429,0.863527687564503
9.54285714285714,0.780914763212942
9.6,0.635124826265711
9.65714285714286,0.427711535987574
9.71428571428571,0.215710476459879
9.77142857142857,0.0683301386597975
9.82857142857143,0.00958075485042494
9.88571428571428,0.0790994181983043
9.94285714285714,0.317150513418365
10,0.476189257514101
10.0571428571429,0.675629641310213
10.1142857142857,0.824150014448642
10.1714285714286,0.885130884687959
10.2285714285714,0.908078091802076
10.2857142857143,0.917073373273897
10.3428571428571,0.9210524358066
10.4,0.923273721196294
10.4571428571429,0.924956313036627
10.5142857142857,0.92655891276813
10.5714285714286,0.928243048854044
10.6285714285714,0.930049910115416
10.6857142857143,0.931971409063344
10.7428571428571,0.933980023142589
10.8,0.936041790341543
10.8571428571429,0.938122146774939
10.9142857142857,0.940188623112084
10.9714285714286,0.942212118312486
11.0285714285714,0.944167498491152
11.0857142857143,0.94603384562393
11.1428571428571,0.947794492896973
11.2,0.949436900316976
11.2571428571429,0.95095238905703
11.3142857142857,0.952335740385787
11.3714285714286,0.953584662981902
11.4285714285714,0.9546991351778
11.4857142857143,0.955680633292443
11.5428571428571,0.956531262211319
11.6,0.957252809022591
11.6571428571429,0.957845744530604
11.7142857142857,0.958308200825495
11.7714285714286,0.958634955938052
11.8285714285714,0.958816459177883
11.8857142857143,0.958837933261943
11.9428571428571,0.958678591927025
12,0.958311014362712
